Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Hair of the Dog","The Visor > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751864/hair-of-the-dog,1.3,-1,Sport,5.10a,1,,39.97313,-105.46275
"Welcome Wagon","The Visor > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751660/welcome-wagon,0.9,-1,Sport,5.10,1,,39.97313,-105.46275
"Bone Home","The Visor > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105752224/bone-home,1.8,-1,Sport,5.10+,1,,39.97313,-105.46275
"Flying Machines","The Visor > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748867/flying-machines,1.9,-1,Sport,5.11a,1,,39.97313,-105.46275
"Absolute Boulder Canyon","The Visor > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751666/absolute-boulder-canyon,1.1,-1,Sport,5.11-,1,,39.97313,-105.46275
"Dyno Monkey","The Visor > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748864/dyno-monkey,1.7,-1,"Sport, TR",5.11c,1,,39.97313,-105.46275
Rubberneck,"The Visor > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105835508/rubberneck,2.0,-1,Sport,5.12-,1,50,39.97313,-105.46275
"Flying Rubber Monkey Canyon","The Visor > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113401795/flying-rubber-monkey-canyon,2.3,-1,Sport,5.12c,1,40,39.97313,-105.46275
"Warm Up","Overhung Wall > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106066531/warm-up,1.9,-1,Sport,5.11,1,40,39.9726,-105.4648
"Warf Factor","Overhung Wall > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105852788/warf-factor,2.7,-1,Sport,5.12a,1,50,39.9726,-105.4648
[Redacted],"Overhung Wall > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105852778/redacted,2.3,-1,Sport,5.12b,1,45,39.9726,-105.4648
"Eternal Vigilance","Overhung Wall > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106826463/eternal-vigilance,2.4,-1,Sport,5.12b,1,50,39.9726,-105.4648
"Invisible Touch","Overhung Wall > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106066539/invisible-touch,2.3,-1,Sport,5.12b/c,1,50,39.9726,-105.4648
"Room With A View","The Sky Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121338123/room-with-a-view,3.3,-1,Sport,5.10b/c,1,60,39.9726,-105.4648
"The Appetizer","The Sky Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121347606/the-appetizer,2.0,-1,Sport,5.10d,1,30,39.9726,-105.4648
"Ride the Wind","The Sky Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107305751/ride-the-wind,2.0,-1,Sport,5.10d,1,50,39.9726,-105.4648
"Rain Dance","The Sky Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/119307077/rain-dance,2.6,-1,Sport,5.10d,1,50,39.9726,-105.4648
"Bar Room Ranger Fight","The Sky Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121332038/bar-room-ranger-fight,1.7,-1,Sport,5.11c,1,,39.9726,-105.4648
"Wind Song","The Sky Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121339125/wind-song,2.0,-1,Sport,5.11c/d,1,50,39.9726,-105.4648
"Illegal Smile","The Sky Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121332064/illegal-smile,1.7,-1,Sport,5.12a,1,,39.9726,-105.4648
"One Way Ticket Into Exile","The Sky Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121338053/one-way-ticket-into-exile,3.5,-1,Sport,5.12b,1,50,39.9726,-105.4648
"Fire And Rain","The Sky Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121339037/fire-and-rain,3.0,-1,Sport,5.12b/c,1,60,39.9726,-105.4648
"Dwarf's Dilemma","The Sky Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121339184/dwarfs-dilemma,2.0,-1,Sport,5.12c,1,25,39.9726,-105.4648
"Walk in the Park","Sport Park Slab > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105999132/walk-in-the-park,2.6,-1,"Trad, Sport",5.5,1,135,39.9726,-105.4648
Stryker,"Recovery Room > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105868220/stryker,1.0,-1,"Sport, TR",5.10a,1,25,39.9726,-105.4648
"Coffee Pot Crack","Recovery Room > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748873/coffee-pot-crack,1.4,-1,Sport,5.10+,1,,39.9726,-105.4648
Jaws,"Recovery Room > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751861/jaws,1.5,-1,Sport,5.11a/b,1,,39.9726,-105.4648
Blackout,"Recovery Room > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748870/blackout,2.1,-1,"Sport, TR",5.12b,1,,39.9726,-105.4648
"Gruel Shoes","The Stone Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107951461/gruel-shoes,2.3,-1,Sport,5.8,1,65,39.9726,-105.4648
"Yin Pin (aka Stonefish)","The Stone Cafe > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107951451/yin-pin-aka-stonefish,2.5,-1,Sport,5.10d,1,80,39.9726,-105.4648
"Cool Arete","Little Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/114302940/cool-arete,2.0,-1,Sport,5.11,1,,40.0137,-105.3133
"Napoleon Complex","Little Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120867534/napoleon-complex,2.0,-1,Sport,5.11c,1,40,40.0137,-105.3133
"The Mustard Seed","The Cornerstone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748891/the-mustard-seed,1.9,-1,Sport,5.8,1,50,40.0025,-105.4143
"The Forgiven","The Cornerstone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750670/the-forgiven,1.3,-1,"Sport, TR",5.10a,1,,40.0025,-105.4143
"The Good Book","The Cornerstone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750739/the-good-book,2.4,-1,"Sport, TR",5.10c,1,,40.0025,-105.4143
"Assault of the Earth","The Cornerstone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750673/assault-of-the-earth,1.9,-1,"Sport, TR",5.10d,1,,40.0025,-105.4143
"Victory in de Feet","The Cornerstone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750682/victory-in-de-feet,1.4,-1,Sport,5.11b,1,,40.0025,-105.4143
"Repo Man","The Cornerstone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105752068/repo-man,1.5,-1,Sport,5.12a,1,,40.0025,-105.4143
Runaway,"Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764853/runaway,2.9,-1,Sport,5.8,1,120,39.9928,-105.4181
"Lucky Strikes Again","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758629/lucky-strikes-again,2.7,-1,Sport,5.9,1,60,39.9928,-105.4181
"Fly Swatter","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751642/fly-swatter,0.9,-1,Sport,5.10c,1,,39.9928,-105.4181
Pri-Moe,"Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758542/pri-moe,2.2,-1,"Trad, Sport",5.10+,1,70,39.9928,-105.4181
"The Bait","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105752374/the-bait,2.5,-1,"Trad, Sport",5.11a,1,70,39.9928,-105.4181
"The Reach of Faith","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/117510519/the-reach-of-faith,1.0,-1,Sport,5.11-,1,70,39.9928,-105.4181
"New Fanatic","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106087627/new-fanatic,1.2,-1,Sport,5.11c/d,1,65,39.9928,-105.4181
"Fly Trap","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105754912/fly-trap,2.2,-1,Sport,5.11d,1,,39.9928,-105.4181
"Red Badger","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105842563/red-badger,1.3,-1,Sport,5.11d,1,25,39.9928,-105.4181
"Dampened Enthusiasm","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105754909/dampened-enthusiasm,1.5,-1,Sport,5.12a,1,,39.9928,-105.4181
"Joy Ride","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749548/joy-ride,3.6,-1,Sport,5.12b,1,,39.9928,-105.4181
"Feeding the Beast","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/108023528/feeding-the-beast,2.0,-1,Sport,5.12b,1,50,39.9928,-105.4181
"Der Letzte Zug","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105763947/der-letzte-zug,3.5,-1,Sport,5.12+,1,70,39.9928,-105.4181
Prong,"Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755368/prong,1.4,-1,Sport,5.12+,1,,39.9928,-105.4181
"Work It On Out","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106023280/work-it-on-out,1.8,-1,"Sport, Boulder","5.12d V6",1,18,39.9928,-105.4181
"The Badger Traverse","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106090776/the-badger-traverse,1.9,-1,Sport,5.13a,1,35,39.9928,-105.4181
"Give the Dog a Bone","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105754927/give-the-dog-a-bone,3.4,-1,Sport,5.13a,1,,39.9928,-105.4181
"Die Reeperbahn","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105885243/die-reeperbahn,3.3,-1,Sport,5.13b,1,60,39.9928,-105.4181
"Twist and Shout","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106120566/twist-and-shout,2.6,-1,Sport,5.13c,1,60,39.9928,-105.4181
"Gagger With A Bone","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/110272935/gagger-with-a-bone,2.0,-1,Sport,5.13c,1,90,39.9928,-105.4181
Gagger,"Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105885250/gagger,2.3,-1,Sport,5.13d,1,60,39.9928,-105.4181
"Eagle Snacks","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751195/eagle-snacks,2.2,-1,Sport,5.10d,1,,39.9992,-105.3826
"Eagle Chick","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761238/eagle-chick,2.1,-1,Sport,5.11a,1,80,39.9992,-105.3826
"Eagle Hardware","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749557/eagle-hardware,2.8,-1,Sport,5.11,1,80,39.9992,-105.3826
Iggle,"Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105832829/iggle,2.0,-1,Sport,5.11c,2,90,39.9992,-105.3826
"Iggle Direct","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105832834/iggle-direct,2.0,-1,Sport,5.11c,1,90,39.9992,-105.3826
"Dharma Punks","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/117604118/dharma-punks,3.4,-1,Sport,5.11+,4,280,39.9992,-105.3826
"Golden Eagle","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749560/golden-eagle,3.0,-1,Sport,5.11d,1,80,39.9992,-105.3826
"Eagle Eyes","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761292/eagle-eyes,2.8,-1,Sport,5.12a,1,70,39.9992,-105.3826
"Eagle Tricks","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107758400/eagle-tricks,1.6,-1,Sport,5.12a,1,70,39.9992,-105.3826
"Green Panther","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751399/green-panther,2.1,-1,Sport,5.12d,1,,39.9992,-105.3826
"Finally Eagle","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107814150/finally-eagle,3.0,-1,Sport,5.13a,1,,39.9992,-105.3826
"Buddha Belly","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751177/buddha-belly,3.5,-1,Sport,5.13a,1,,39.9992,-105.3826
"Stoner Homeland","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762969/stoner-homeland,1.5,-1,Sport,5.13a,1,40,39.9992,-105.3826
"Rarely Eagle","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106915138/rarely-eagle,3.2,-1,Sport,5.13-,1,70,39.9992,-105.3826
"Eagle Warrior","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751396/eagle-warrior,1.3,-1,Sport,5.13b,1,,39.9992,-105.3826
"Bald Eagle","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106927324/bald-eagle,3.6,-1,Sport,5.13b,1,70,39.9992,-105.3826
"Route of All Eagle","Eagle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121731206/route-of-all-eagle,4.0,-1,Sport,5.13c,1,80,39.9992,-105.3826
Nimby,"The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105753196/nimby,1.7,-1,Sport,5.6,1,,40.0057,-105.3953
"Morning Sunshine","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105753724/morning-sunshine,0.9,-1,Sport,5.7,1,,40.0057,-105.3953
"Altoids On the Beach","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105753133/altoids-on-the-beach,1.9,-1,Sport,5.8,1,85,40.0057,-105.3953
"Walking with the Homesteader","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/108869127/walking-with-the-homesteader,2.5,-1,Sport,5.10b,1,50,40.0057,-105.3953
"Fire Starter","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107435478/fire-starter,2.2,-1,Sport,5.10b,1,50,40.0057,-105.3953
Baditude,"The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755641/baditude,2.3,-1,Sport,5.10,1,,40.0057,-105.3953
"Waves of Rays","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105753160/waves-of-rays,2.5,-1,Sport,5.10c,1,,40.0057,-105.3953
"Waves on the Beach","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757987/waves-on-the-beach,1.9,-1,Sport,5.10c/d,1,80,40.0057,-105.3953
"Howl Of A Hungry Cat","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105753151/howl-of-a-hungry-cat,2.4,-1,Sport,5.10d,1,,40.0057,-105.3953
"Burning Up The Hillside","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749566/burning-up-the-hillside,2.0,-1,Sport,5.11a,1,60,40.0057,-105.3953
"Montana Floodgates","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749569/montana-floodgates,2.0,-1,Sport,5.11a,1,70,40.0057,-105.3953
"Kelp Bed Freak Show","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/112105941/kelp-bed-freak-show,1.0,-1,Sport,5.11a,1,55,40.0057,-105.3953
"Ice Hose Chopper Lunch Mob","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/112105954/ice-hose-chopper-lunch-mob,2.2,-1,Sport,5.11-,1,35,40.0057,-105.3953
"The Homesteader","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105753163/the-homesteader,2.1,-1,Sport,5.11b,1,,40.0057,-105.3953
"Uptown Venus","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/116184433/uptown-venus,2.2,-1,Sport,5.11,1,,40.0057,-105.3953
"Willie's Wake Up Call Girl","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105753154/willies-wake-up-call-girl,1.0,-1,Sport,5.11c/d,1,,40.0057,-105.3953
Sundance,"The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113392978/sundance,2.0,-1,Sport,5.11c/d,1,50,40.0057,-105.3953
"Nuns on the Beach","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107425758/nuns-on-the-beach,2.3,-1,Sport,5.11c/d,1,60,40.0057,-105.3953
"The Tanning Block","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/112105962/the-tanning-block,1.0,-1,Sport,5.11d,1,40,40.0057,-105.3953
"Lady Of The Light","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105753148/lady-of-the-light,2.9,-1,Sport,5.12a,1,,40.0057,-105.3953
"Walking On Burning Floodgates","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/118271570/walking-on-burning-floodgates,2.0,-1,Sport,5.12a,1,80,40.0057,-105.3953
"Walking On The Sun","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749563/walking-on-the-sun,2.7,-1,Sport,5.12a/b,1,45,40.0057,-105.3953
"The Homesteader Burns Up The Hillside","The Solar Dome (aka Lighthouse) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/118271447/the-homesteader-burns-up-the-hillside,2.0,-1,Sport,5.12b,1,60,40.0057,-105.3953
